,title,category,url,episodes,aired,ended
287,Kyojin no Hoshi: Chizome no Kesshousen,movie,https://anidb.net/anime/7634,1,1969-07-26,1969-07-26
288,Fight Da!! Pyuta,series,https://anidb.net/anime/5163,26,1968-06-04,1968-09-28
289,Osomatsu-kun,series,https://anidb.net/anime/5487,60,1966-05-02,1967-03-25
290,Go-hiki no Kozaru-tachi,movie,https://anidb.net/anime/14337,1,??.06.1956,??.06.1956
291,Rainbow Sentai Robin,series,https://anidb.net/anime/1885,48,1966-04-23,1967-03-24
292,Otoko Ippiki Gaki Daishou,series,https://anidb.net/anime/6956,156,1969-09-29,1970-03-28
293,Pinch to Punch,series,https://anidb.net/anime/4946,156,1969-09-29,1970-03-28
294,Ginga Shounen Tai,series,https://anidb.net/anime/6954,92,1963-07-04,1965-01-04
295,Kaibutsu-kun,series,https://anidb.net/anime/5164,49,1968-04-21,1969-03-23
296,Sennin Buraku,series,https://anidb.net/anime/3519,23,1963-04-09,1964-02-23
297,Kuroi Kikori to Shiroi Kikori,movie,https://anidb.net/anime/3599,1,1956-01-07,1956-01-07
298,Tiger Mask,series,https://anidb.net/anime/864,105,1969-02-10,1971-09-30
299,Beer Mukashi Mukashi,movie,https://anidb.net/anime/14341,1,??.07.1956,??.07.1956
300,Tetsujin 28-gou,series,https://anidb.net/anime/1670,96,1963-10-20,1965-11-24
301,Kaizoku Ouji,series,https://anidb.net/anime/1888,31,1966-02-05,1966-11-28
302,Gegege no Kitarou (1968),movie,https://anidb.net/anime/7472,1,1968-07-21,1968-07-21
303,Muumin,series,https://anidb.net/anime/1007,65,1969-05-10,1970-12-27
304,Ougon Bat,series,https://anidb.net/anime/1581,52,1967-01-04,1968-03-23
305,Ningyo,movie,https://anidb.net/anime/3473,1,1964-09-21,1964-09-21
306,Taiyou no Ouji: Horus no Daibouken,movie,https://anidb.net/anime/2209,1,1968-07-21,1968-07-21
307,Sazae-san,series,https://anidb.net/anime/1830,TBC,1969-05-10,-
308,8 Man,series,https://anidb.net/anime/1352,56,1963-07-11,1964-12-24
309,Caoyuan Yingxiong Xiao Jiemei,movie,https://anidb.net/anime/15242,1,??.??.1965,-
310,Haris no Kaze,series,https://anidb.net/anime/2243,70,1966-05-05,1967-08-31
311,Hwanggeum Cheolin,movie,https://anidb.net/anime/9636,1,1968-07-25,1968-07-25
312,Chibikuro Sambo no Tora Taiji,movie,https://anidb.net/anime/6948,1,??.11.1956,??.11.1956
313,Kaminari Boy Pikkaribee,series,https://anidb.net/anime/5090,53,1967-01-04,1968-03-30
314,Yuusei Kamen,series,https://anidb.net/anime/1821,39,1966-03-06,1967-02-21
315,Ookami Shounen Ken,series,https://anidb.net/anime/1684,86,1963-11-25,1965-08-16
316,Hakushon Daimaou,series,https://anidb.net/anime/2740,52,1969-05-10,1970-09-27
317,Samurai,movie,https://anidb.net/anime/13131,1,??.??.1965,??.??.1965
318,Ribbon no Kishi,series,https://anidb.net/anime/2482,52,1967-02-04,1968-07-04
319,Sasuke,series,https://anidb.net/anime/5165,29,1968-03-09,1969-03-25
320,Shisukon Ouji,series,https://anidb.net/anime/2918,14,1963-12-20,1964-03-27
321,Attack Number One,series,https://anidb.net/anime/757,104,1969-07-12,1971-11-28
322,Chibikuro Sambo to Futago no Otouto,movie,https://anidb.net/anime/6951,1,??.03.1957,??.03.1957
323,M.S.Chanda,movie,https://anidb.net/anime/14357,1,??.??.1965,??.??.1965
324,Monoshiri Daigaku Ashita no Calendar,series,https://anidb.net/anime/6960,1274,1966-01-07,1970-02-08
325,Perman,series,https://anidb.net/anime/3205,54,1967-02-04,1968-04-14
326,Pinocchio no Bouken,series,https://anidb.net/anime/3641,TBC,1963-12-20,1964-03-27
327,Kenken Goku Fuufu Teikin,movie,https://anidb.net/anime/5002,1,??.??.1965,??.??.1965
328,Kyojin no Hoshi: Ike Ike Hyuuma,movie,https://anidb.net/anime/7631,1,1969-12-20,1969-12-20
329,Yuuyake Banchou,series,https://anidb.net/anime/5166,26,1968-09-30,1969-03-29
330,Cyborg 009 (1966),movie,https://anidb.net/anime/2204,1,1966-07-21,1966-07-21
331,The Bathroom,movie,https://anidb.net/anime/10730,1,??.??.1970,??.??.1970
332,Koneko no Rakugaki,movie,https://anidb.net/anime/6768,1,1957-05-13,1957-05-13
333,Fushigi na Kusuri,movie,https://anidb.net/anime/7266,1,??.??.1965,??.??.1965
334,Ookami Shounen Ken (1963),movie,https://anidb.net/anime/5477,1,1963-12-21,1963-12-21
335,Mach Go Go Go,series,https://anidb.net/anime/1787,52,1967-02-04,1968-03-31
336,Souseiki,movie,https://anidb.net/anime/3477,1,??.10.1968,??.10.1968
337,Tsuru no Ongaeshi,movie,https://anidb.net/anime/14278,1,1966-07-31,1966-07-31
338,Fushigi na Daiko,movie,https://anidb.net/anime/6516,1,1957-08-20,1957-08-20
339,Tonari no Yarou,movie,https://anidb.net/anime/8582,1,??.??.1965,??.??.1965
340,Dokachin,series,https://anidb.net/anime/5290,26,1968-02-10,1969-03-26
341,Hana to Mogura,movie,https://anidb.net/anime/8989,1,??.??.1970,??.??.1970
342,Wan Wan Chuushingura,movie,https://anidb.net/anime/2202,1,1963-12-21,1963-12-21
343,Da Nao Tian Gong,movie,https://anidb.net/anime/4087,1,??.??.1965,??.??.1965
344,Bouken Gabotenjima,series,https://anidb.net/anime/5091,39,1967-04-04,1967-12-26
345,Fukusuke,movie,https://anidb.net/anime/6952,1,1957-10-29,1957-10-29
346,Jungle Taitei (1966),movie,https://anidb.net/anime/1497,1,1966-07-31,1966-07-31
347,Shin Tenchisouzou,movie,https://anidb.net/anime/14363,1,??.??.1970,??.??.1970
348,Naita Aka Oni,movie,https://anidb.net/anime/14279,1,??.??.1964,??.??.1964
349,King Kong,series,https://anidb.net/anime/3642,26,1967-05-04,1967-04-10
350,Kenju Giga,movie,https://anidb.net/anime/6989,1,??.??.1970,??.??.1970
351,Robotan,series,https://anidb.net/anime/5169,104,1966-04-10,1968-09-27
352,Tokuten Eizou Anthology No. 1,movie,https://anidb.net/anime/5004,1,??.??.1964,??.??.1964
353,Mado,movie,https://anidb.net/anime/9006,1,??.??.1965,??.??.1965
354,Vampire,series,https://anidb.net/anime/14803,26,1968-03-10,1969-05-04
355,Kappa no Paatarou,movie,https://anidb.net/anime/6953,1,1957-11-15,1957-11-15
356,Jungle Taitei Susume Leo!,series,https://anidb.net/anime/1498,26,1966-05-10,1967-03-29
357,Satsujinkyou Jidai,movie,https://anidb.net/anime/9007,1,??.??.1965,??.??.1965
358,Murder,movie,https://anidb.net/anime/4393,1,??.??.1964,??.??.1964
359,Pyun Pyun Maru,series,https://anidb.net/anime/5093,26,1967-03-07,1970-03-30
360,Hikoichi Tonchi Banashi,movie,https://anidb.net/anime/14272,1,??.??.1970,??.??.1970
361,Shin Takarajima,special,https://anidb.net/anime/4724,1,1965-03-01,1965-03-01
362,Sabu to Ichi Torimono Hikae,series,https://anidb.net/anime/5293,52,1968-03-10,1969-09-24
363,Sensuikan Cassiopeia,movie,https://anidb.net/anime/14353,1,??.??.1964,??.??.1964
364,Topo Gigio no Botan Sensou,movie,https://anidb.net/anime/9192,1,1967-07-20,1967-07-20
365,Kobutori (1958),movie,https://anidb.net/anime/14336,1,??.01.1958,??.01.1958
366,Chuuchuu Banban,movie,https://anidb.net/anime/7641,1,1970-03-17,1970-03-17
367,Ganbare! Marine Kid,series,https://anidb.net/anime/5167,13,1966-06-10,1966-12-29
368,Mirai kara Kita Shounen Super Jetter,series,https://anidb.net/anime/1776,52,1965-07-01,1966-01-20
369,Hyokkori Hyoutan Shima,movie,https://anidb.net/anime/2207,1,1967-07-21,1967-07-21
370,Youkai Ningen Bem,series,https://anidb.net/anime/1447,26,1968-07-10,1969-03-31
371,Koguma no Koro-chan,movie,https://anidb.net/anime/8080,1,??.03.1958,??.03.1958
372,Chibikko Remi to Meiken Kapi,movie,https://anidb.net/anime/2212,1,1970-03-17,1970-03-17
373,Uchuu Patrol Hopper,series,https://anidb.net/anime/1882,44,1965-01-02,1965-11-29
374,Man and Woman and Dog,movie,https://anidb.net/anime/14351,1,??.??.1964,??.??.1964
375,Hopiwa Chadol Bawi,movie,https://anidb.net/anime/9637,1,1967-08-15,1967-08-15
376,Yumemi Douji,movie,https://anidb.net/anime/13601,1,1958-05-04,1958-05-04
377,Tenrankai no E,movie,https://anidb.net/anime/3470,1,1966-11-11,1966-11-11
378,Tiger Mask (1970),movie,https://anidb.net/anime/7647,1,1970-03-17,1970-03-17
379,Baka Baka Baka na Sekai,movie,https://anidb.net/anime/11519,1,1968-12-10,1968-12-10
380,Gulliver no Uchuu Ryokou,movie,https://anidb.net/anime/2203,1,1965-03-20,1965-03-20
381,Kiss Kiss Kiss,movie,https://anidb.net/anime/5003,1,??.??.1964,??.??.1964
382,Donkikko,series,https://anidb.net/anime/5094,21,1967-07-09,1968-01-25
383,Attack No.1 (1970),movie,https://anidb.net/anime/7642,1,1970-03-21,1970-03-21
384,Kyuubi no Kitsune to Tobimaru (Sesshouseki),movie,https://anidb.net/anime/5292,1,1968-10-19,1968-10-19
385,Aos,movie,https://anidb.net/anime/7938,1,??.??.1964,??.??.1964
386,Tobidase! Bacchiri,series,https://anidb.net/anime/5170,132,1966-11-14,1967-04-15
387,Dolphin Ouji,series,https://anidb.net/anime/3576,3,1965-04-04,1965-04-18
388,Bunbuku Chagama (1958),movie,https://anidb.net/anime/14338,1,??.05.1958,??.05.1958
389,Bouken Shounen Shadar,series,https://anidb.net/anime/3604,156,1967-09-18,1968-03-16
390,Hito no Kurashi no Hyakuman Nen: Mani Mani March,movie,https://anidb.net/anime/5291,1,1968-12-19,1968-12-19
391,Yasashii Lion,movie,https://anidb.net/anime/3471,1,1970-03-21,1970-03-21
392,Zero-sen Hayato,series,https://anidb.net/anime/5121,38,1964-01-21,1964-10-27
393,Mahou Tsukai Sally,series,https://anidb.net/anime/1890,109,1966-05-12,1968-12-30
394,Uchuujin Pipi,series,https://anidb.net/anime/5073,52,1965-08-04,1966-03-31
395,G Senjou no Higeki,movie,https://anidb.net/anime/8574,1,??.??.1969,??.??.1969
396,Chibikko Kaijuu Yadamon,series,https://anidb.net/anime/5095,26,1967-02-10,1968-03-25
397,Kyojin no Hoshi: Dai League Ball,movie,https://anidb.net/anime/7633,1,1970-03-21,1970-03-21
398,Mogura no Adventure,special,https://anidb.net/anime/9928,1,1958-10-15,1958-10-15
399,Ookami Shounen Ken: Arabia no Kaijin - Ma no Iwa no Kettou,movie,https://anidb.net/anime/5478,1,1964-03-22,1964-03-22
400,Uchuu Shounen Soran,series,https://anidb.net/anime/5074,96,1965-04-05,1967-03-28
401,Sekai no Ouja: King Kong Taikai,special,https://anidb.net/anime/7662,1,1966-12-31,1966-12-31
402,Doubutsu Mura no Kodomo-tachi,movie,https://anidb.net/anime/14274,1,??.??.1969,??.??.1969
403,Hakujaden,movie,https://anidb.net/anime/1861,1,1958-10-22,1958-10-22
404,"""Aesop"" no Ohanashi yori: Ushi to Kaeru, Yokubatta Inu",movie,https://anidb.net/anime/3689,1,1970-03-21,1970-03-21
405,Nihiki no Sanma (1967),movie,https://anidb.net/anime/11088,1,??.??.1967,??.??.1967
406,Skyers 5,series,https://anidb.net/anime/5288,12,1967-04-10,1967-12-20
407,Uchuu Ace,series,https://anidb.net/anime/3101,52,1965-08-05,1966-04-28
408,Jataka Monogatari: Kiniro no Shika,movie,https://anidb.net/anime/14273,1,??.??.1969,??.??.1969
409,Shounen Ninja Kaze no Fujimaru,series,https://anidb.net/anime/1881,65,1964-07-06,1965-08-31
410,Heya,movie,https://anidb.net/anime/7937,1,??.??.1967,??.??.1967
411,Kaitou Pride,series,https://anidb.net/anime/3180,105,1965-05-31,1965-04-11
412,Shounen Ninja Kaze no Fujimaru: Nazo no Arabiya Ningyou,movie,https://anidb.net/anime/7640,1,1964-07-21,1964-07-21
413,Chuumon no Ooi Ryouriten,movie,https://anidb.net/anime/7022,1,??.11.1958,??.11.1958
414,Itazura Tenshi Chippo-chan,series,https://anidb.net/anime/5489,240,1970-03-30,1970-12-31
415,Oraa Guzura Dado,series,https://anidb.net/anime/5092,52,1967-07-10,1968-09-25
416,Doubutsu Mura Monogatari,series,https://anidb.net/anime/3518,100,1970-03-30,1970-07-21
417,Yu Tong,movie,https://anidb.net/anime/15212,1,??.??.1959,-
418,Hana,movie,https://anidb.net/anime/11029,1,??.??.1967,??.??.1967
419,Wonder-kun no Hatsu Yume Uchuu Ryokou,special,https://anidb.net/anime/5488,1,1969-02-01,1969-02-01
420,Tetsuwan Atom: Uchuu no Yuusha,movie,https://anidb.net/anime/1514,1,1964-07-25,1964-07-25
421,Yuusei Shounen Papii,series,https://anidb.net/anime/4282,52,1965-03-06,1966-05-27
422,Hanaori,movie,https://anidb.net/anime/6988,1,??.??.1968,??.??.1968
423,Ashita no Joe,series,https://anidb.net/anime/1457,79,1970-01-04,1971-09-29
424,Himitsu no Akko-chan,series,https://anidb.net/anime/1893,94,1969-06-01,1970-10-26
425,Kitakaze no Kureta Table-kake,movie,https://anidb.net/anime/14276,1,??.??.1967,??.??.1967
426,Ojii-chan ga Kaizoku Datta Koro,movie,https://anidb.net/anime/7267,1,??.??.1968,??.??.1968
427,Bakuhatsu Gorou,series,https://anidb.net/anime/5483,26,1970-03-04,1970-09-25
428,Hyoutan Suzume,movie,https://anidb.net/anime/4933,1,1959-10-02,1959-10-02
429,Wonder Three,series,https://anidb.net/anime/2876,52,1965-06-06,1966-06-27
430,Kaitei Shounen Marine,series,https://anidb.net/anime/5481,78,1969-01-13,1970-07-27
431,Big X,series,https://anidb.net/anime/1118,59,1964-03-08,1965-09-27
432,Heungbuwa Nolbu,movie,https://anidb.net/anime/13112,1,??.??.1967,??.??.1967
433,Gen`ei Toshi,movie,https://anidb.net/anime/14359,1,??.??.1967,??.??.1967
434,Kage (1968),movie,https://anidb.net/anime/14365,1,??.??.1968,??.??.1968
435,Otanoshimi Anime Gekijou,series,https://anidb.net/anime/6972,26,1970-05-04,1970-09-27
436,Kaitei Toshi no Dekiru Made,movie,https://anidb.net/anime/7345,1,1969-02-02,1969-02-02
437,Ningyo,movie,https://anidb.net/anime/3473,1,1964-09-21,1964-09-21
438,Uchuu Shounen Soran (1965),movie,https://anidb.net/anime/5075,1,1965-07-24,1965-07-24
439,Koneko no Studio,movie,https://anidb.net/anime/5731,1,1959-09-04,1959-09-04
440,Umihiko Yamahiko,movie,https://anidb.net/anime/14275,1,??.??.1968,??.??.1968
441,Konchuu Monogatari Minashigo Hutch,series,https://anidb.net/anime/3366,91,1970-07-04,1971-12-28
442,Nagagutsu o Haita Neko,movie,https://anidb.net/anime/2210,1,1969-03-18,1969-03-18
443,Gokuu no Daibouken,series,https://anidb.net/anime/1517,39,1967-07-01,1967-09-30
444,Ou-sama ni Natta Kitsune,movie,https://anidb.net/anime/14334,1,??.08.1959,??.08.1959
445,Minikui Ahiru no Ko,movie,https://anidb.net/anime/11089,1,??.??.1968,??.??.1968
446,Hitoribocchi,movie,https://anidb.net/anime/7635,1,1969-03-18,1969-03-18
447,Obake no Q-Tarou,series,https://anidb.net/anime/2584,96,1965-08-29,1967-06-28
448,Hong Gildong,movie,https://anidb.net/anime/15657,1,1967-01-21,1967-01-21
449,Poron Guitar,movie,https://anidb.net/anime/7023,1,1959-05-09,1959-05-09
450,Dororo,movie,https://anidb.net/anime/8770,1,??.01.1968,??.01.1968
451,Sobakasu Pucchi,series,https://anidb.net/anime/6957,162,1969-03-31,1969-04-10
452,Tabako to Hai,movie,https://anidb.net/anime/4361,1,1965-01-10,1965-01-10
453,Ari to Hato (1959),movie,https://anidb.net/anime/7024,1,1959-05-09,1959-05-09
454,Shounen Jack to Mahou Tsukai,movie,https://anidb.net/anime/2206,1,1967-03-19,1967-03-19
455,Kemeko no Love,movie,https://anidb.net/anime/8578,1,??.??.1968,??.??.1968
456,Umeboshi-denka,series,https://anidb.net/anime/4958,26,1969-01-04,1969-09-23
457,Shizuku,movie,https://anidb.net/anime/3476,1,1965-01-10,1965-01-10
458,Inemuri Buuchan,movie,https://anidb.net/anime/7025,1,??.10.1959,??.10.1959
459,Tanuki-san Ooatari,movie,https://anidb.net/anime/7636,1,1967-03-19,1967-03-19
460,Gegege no Kitarou,series,https://anidb.net/anime/1451,65,1968-03-01,1969-03-30
461,Jungle Taitei,series,https://anidb.net/anime/1496,52,1965-06-10,1966-09-28
462,Cyborg 009 Kaijuu Sensou,movie,https://anidb.net/anime/2205,1,1967-03-19,1967-03-19
463,Kurenai Sanshirou,series,https://anidb.net/anime/766,26,1969-02-04,1969-09-24
464,Wanpaku Tanteidan,series,https://anidb.net/anime/2874,35,1968-01-02,1968-09-26
465,Kozaru no Buranko,movie,https://anidb.net/anime/7026,1,??.12.1959,??.12.1959
466,Hustle Punch,series,https://anidb.net/anime/1883,26,1965-01-11,1966-04-25
467,Mooretsu Atarou,series,https://anidb.net/anime/1897,90,1969-04-04,1970-12-25
468,Tatakae! Osper,series,https://anidb.net/anime/5076,52,1965-12-14,1967-10-31
469,Andersen Monogatari,movie,https://anidb.net/anime/2208,1,1968-03-19,1968-03-19
470,Dororo to Hyakkimaru,series,https://anidb.net/anime/1119,26,1969-06-04,1969-09-28
471,Shounen Sarutobi Sasuke,movie,https://anidb.net/anime/2198,1,1959-12-25,1959-12-25
472,Kitsutsuki Keikaku,movie,https://anidb.net/anime/7269,1,??.??.1966,??.??.1966
473,Kyojin no Hoshi,series,https://anidb.net/anime/3413,182,1968-03-30,1971-09-18
474,Mori no Ongakutai,movie,https://anidb.net/anime/14284,1,??.??.1960,??.??.1960
475,Ninpuu Kamui Gaiden,series,https://anidb.net/anime/2866,26,1969-06-04,1969-09-28
476,Animal 1,series,https://anidb.net/anime/3080,27,1968-01-04,1968-09-30
477,Tsuiseki,movie,https://anidb.net/anime/14354,1,??.??.1966,??.??.1966
478,Cyborg 009,series,https://anidb.net/anime/1527,26,1968-05-04,1968-09-27
479,Fight Da!! Pyuta,series,https://anidb.net/anime/5163,26,1968-06-04,1968-09-28
480,Akakichi no Eleven,series,https://anidb.net/anime/1850,52,1970-04-13,1971-05-04
481,Nihon Tanjou,series,https://anidb.net/anime/3509,5,1970-10-06,1970-10-24
482,Koori no Kuni no Misuke,movie,https://anidb.net/anime/10787,1,??.07.1970,??.07.1970
483,Tiger Mask Fuku Men League Sen,movie,https://anidb.net/anime/6971,1,1970-07-19,1970-07-19
484,Kaitei 3-man Mile,movie,https://anidb.net/anime/2213,1,1970-07-19,1970-07-19
485,Attack No.1: Namida no Kaiten Receive,movie,https://anidb.net/anime/7643,1,1970-01-08,1970-01-08
486,Manga Jinbutsushi,series,https://anidb.net/anime/4951,365,1970-01-08,1971-09-30
487,Kyojin no Hoshi: Shukumei no Taiketsu,movie,https://anidb.net/anime/7632,1,1970-01-08,1970-01-08
488,Otoko Doahou! Koushien,series,https://anidb.net/anime/3108,156,1970-09-28,1971-03-27
489,Kick no Oni,series,https://anidb.net/anime/1899,26,1970-02-10,1971-03-26
490,Ijiwaru Baa-san,series,https://anidb.net/anime/4038,39,1970-03-10,1971-08-18
491,Inakappe Taishou,series,https://anidb.net/anime/3095,104,1970-04-10,1972-09-24
492,Norakuro,series,https://anidb.net/anime/5032,26,1970-05-10,1971-03-29
493,Warera Salaryman Tou,series,https://anidb.net/anime/7646,26,1970-07-10,1971-03-31
494,Mahou no Mako-chan,series,https://anidb.net/anime/1900,48,1970-02-11,1971-09-27
495,Attack No.1: Namida no Sekai Senshuken,movie,https://anidb.net/anime/7644,1,1970-12-19,1970-12-19
496,Kabatotto,series,https://anidb.net/anime/3609,300,1971-01-01,1972-09-30
497,Sarasouju no Hana no Iro,movie,https://anidb.net/anime/14364,1,??.??.1971,??.??.1971
498,Tenma no Torayan,movie,https://anidb.net/anime/11090,1,??.??.1971,??.??.1971
499,Mako-chan no Koutsuu Anzen,movie,https://anidb.net/anime/14271,1,??.??.1971,??.??.1971
500,Oni Koiuta,movie,https://anidb.net/anime/14366,1,??.??.1971,??.??.1971
501,Juunigatsu no Uta,movie,https://anidb.net/anime/11302,1,??.??.1971,??.??.1971
502,Beongae Atom,movie,https://anidb.net/anime/9646,1,??.??.1971,??.??.1971
503,Chikotan: Boku no Oyome-san,movie,https://anidb.net/anime/11187,1,??.??.1971,??.??.1971
504,Ten,movie,https://anidb.net/anime/14361,1,??.??.1971,??.??.1971
505,Commercial War,movie,https://anidb.net/anime/11357,1,??.??.1971,??.??.1971
506,Andersen Monogatari (1971),series,https://anidb.net/anime/2314,52,1971-03-01,1971-12-26
507,Chingou Muchabee,series,https://anidb.net/anime/6973,26,1971-02-15,1971-03-22
508,Attack No.1: Namida no Fushichou,movie,https://anidb.net/anime/7645,1,1971-03-17,1971-03-17
509,Doubutsu Takarajima,movie,https://anidb.net/anime/2214,1,1971-03-20,1971-03-20
510,Kick no Oni (1971),movie,https://anidb.net/anime/9851,1,1971-03-20,1971-03-20
511,Ninpuu Kamui Gaiden: Tsukihigai no Maki,movie,https://anidb.net/anime/7111,1,1971-03-20,1971-03-20
512,Animentary Ketsudan,series,https://anidb.net/anime/5484,26,1971-03-04,1971-09-25
513,Sasurai no Taiyou,series,https://anidb.net/anime/3155,26,1971-08-04,1971-09-30
514,Ali Baba to Yonjuppiki no Touzoku,movie,https://anidb.net/anime/2215,1,1971-07-18,1971-07-18
515,Shin Obake no Q-Tarou,series,https://anidb.net/anime/2585,135,1971-01-09,1972-12-27
516,Nihon Manga Eiga Hattatsushi: Manga Eiga Tanjou,movie,https://anidb.net/anime/6975,1,1971-11-09,1971-11-09
517,Tensai Bakabon,series,https://anidb.net/anime/5485,40,1971-09-25,1972-06-24
518,Sekai Monoshiri Ryoko,series,https://anidb.net/anime/4950,1006,1971-01-10,1974-12-31
519,Fushigi na Melmo,series,https://anidb.net/anime/3050,26,1971-03-10,1972-03-26
520,Sarutobi Ecchan,series,https://anidb.net/anime/1901,26,1971-04-10,1972-03-27
521,Kunimatsu-sama no Otoridai,series,https://anidb.net/anime/4725,46,1971-06-10,1972-09-25
522,Apache Yakyuugun,series,https://anidb.net/anime/1902,26,1971-06-10,1972-03-29
523,Shin Skyers 5,series,https://anidb.net/anime/6974,26,1971-07-10,1972-03-30
524,Gegege no Kitarou (1971),series,https://anidb.net/anime/1452,45,1971-07-10,1972-09-28
525,Lupin Sansei,series,https://anidb.net/anime/421,23,1971-10-24,1972-03-26
526,Genshi Shounen Ryuu,series,https://anidb.net/anime/1686,22,1971-10-30,1972-03-25
527,Iruka to Shounen,series,https://anidb.net/anime/2985,13,1971-11-30,1972-06-07
528,Match Uri no Shoujo,movie,https://anidb.net/anime/7029,1,1971-12-12,1971-12-12
529,Oni,movie,https://anidb.net/anime/4398,1,??.??.1972,??.??.1972
530,Made in Japan,movie,https://anidb.net/anime/14003,1,??.??.1972,??.??.1972
531,Goesu Daejeonjaeng,movie,https://anidb.net/anime/14613,1,??.??.1972,??.??.1972
532,Ousama to Nightingale,movie,https://anidb.net/anime/14270,1,??.??.1972,??.??.1972
533,Mukashi Mukashi Momotarou,movie,https://anidb.net/anime/14269,1,??.??.1972,??.??.1972
534,Seigi o Ai Suru Mono Gekkou Kamen,series,https://anidb.net/anime/1576,39,1972-10-01,1972-02-10
535,Nihon Mukashibanashi: Sarukani,movie,https://anidb.net/anime/11508,1,??.??.1972,??.??.1972
536,Head Spoon,movie,https://anidb.net/anime/11439,1,??.??.1972,??.??.1972
537,Nagagutsu Sanjuushi,movie,https://anidb.net/anime/2216,1,1972-03-18,1972-03-18
